"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"127","P15_D_EsposoEsposa_Por_el__hoy_no_circula","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"128","P15_D_EsposoEsposa_Para_llevar_los_hijos_escuela","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","0","0","1","50","0","0","0","NaN","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","20","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"129","P15_D_EsposoEsposa_Para_ir_al_Doctor__Dentista__t","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"130","P15_D_EsposoEsposa_Para_llevar___transportar_cosa","3","37.5","0","NaN","3","37.5","0","NaN","0","NaN","0","NaN","2","33.3","1","50","0","NaN","0","NaN","0","0","0","0","1","50","2","50","0","NaN","0","NaN","2","50","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","1","100","2","40","3","37.5","0","NaN","0","NaN","0","NaN","0","NaN"
"131","P15_D_EsposoEsposa_Para_salir_de_paseo___cine","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","20","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"132","P15_D_EsposoEsposa_Para_salir_de_vacaciones","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"133","P15_D_EsposoEsposa_Para_ir_a_trabajar","5","62.5","0","NaN","5","62.5","0","NaN","0","NaN","0","NaN","5","83.3","0","0","0","NaN","0","NaN","0","0","1","100","1","50","3","75","0","NaN","0","NaN","3","75","2","66.7","0","0","0","0","0","NaN","0","NaN","1","100","1","100","3","60","5","62.5","0","NaN","0","NaN","0","NaN","0","NaN"
"134","P15_D_EsposoEsposa_Para_salir_de_fiesta","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"135","P15_D_EsposoEsposa_Para_ir_al_s_per___compras","2","25","0","NaN","2","25","0","NaN","0","NaN","0","NaN","0","0","2","100","0","NaN","0","NaN","0","0","0","0","1","50","1","25","0","NaN","0","NaN","1","25","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","0","2","40","2","25","0","NaN","0","NaN","0","NaN","0","NaN"
"136","P15_D_EsposoEsposa_Para_ir_al_banco","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"137","P15_D_EsposoEsposa_Para_ir_a_la_Escuela___Univers","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"138","P15_D_EsposoEsposa_Otra__Especificar","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","1","16.7","0","0","0","NaN","0","NaN","1","100","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","100","1","100","0","NaN","0","NaN","0","0","0","0","0","0","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"139","Total","8","100","0","NaN","8","100","0","NaN","0","NaN","0","NaN","6","100","2","100","0","NaN","0","NaN","1","100","1","100","2","100","4","100","0","NaN","0","NaN","4","100","3","100","1","100","1","100","0","NaN","0","NaN","1","100","1","100","5","100","8","100","0","NaN","0","NaN","0","NaN","0","NaN"
"140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141","P15PrestarQuienMotosRazon2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"142","P15_D_PapaMama_Por_el__hoy_no_circula","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN"
"143","P15_D_PapaMama_Para_llevar_los_hijos_escuela","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN"
"144","P15_D_PapaMama_Para_ir_al_Doctor__Dentista__t","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","1","25","0","0","0","NaN","0","0","1","33.3","0","0","0","0","0","0","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","NaN","0","NaN","1","33.3","0","0","0","NaN"
"145","P15_D_PapaMama_Para_llevar___transportar_cosa","3","30","0","NaN","3","30","0","NaN","0","NaN","0","NaN","1","25","2","33.3","0","NaN","0","0","2","66.7","0","0","1","50","0","0","0","NaN","1","25","2","33.3","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","3","100","0","0","0","NaN","0","NaN","1","33.3","2","28.6","0","NaN"
"146","P15_D_PapaMama_Para_salir_de_paseo___cine","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN"
"147","P15_D_PapaMama_Para_salir_de_vacaciones","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","0","0","0","1","50","0","0","0","0","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","NaN","0","NaN","1","33.3","0","0","0","NaN"
"148","P15_D_PapaMama_Para_ir_a_trabajar","4","40","0","NaN","4","40","0","NaN","0","NaN","0","NaN","2","50","2","33.3","0","NaN","1","100","0","0","0","0","2","100","1","50","0","NaN","2","50","2","33.3","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","1","33.3","0","0","0","NaN","0","NaN","1","33.3","3","42.9","0","NaN"
"149","P15_D_PapaMama_Para_salir_de_fiesta","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN"
"150","P15_D_PapaMama_Para_ir_al_s_per___compras","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","1","25","0","0","0","NaN","0","0","1","33.3","0","0","0","0","0","0","0","NaN","1","25","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","1","33.3","0","0","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"151","P15_D_PapaMama_Para_ir_al_banco","2","20","0","NaN","2","20","0","NaN","0","NaN","0","NaN","1","25","1","16.7","0","NaN","0","0","2","66.7","0","0","0","0","0","0","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","1","33.3","1","25","0","NaN","0","NaN","1","33.3","1","14.3","0","NaN"
"152","P15_D_PapaMama_Para_ir_a_la_Escuela___Univers","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","0","0","0","1","50","0","0","0","0","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"153","P15_D_PapaMama_Otra__Especificar","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","0","0","0","0","0","0","0","1","50","0","NaN","1","25","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"154","Total","10","100","0","NaN","10","100","0","NaN","0","NaN","0","NaN","4","100","6","100","0","NaN","1","100","3","100","2","100","2","100","2","100","0","NaN","4","100","6","100","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","3","100","4","100","0","NaN","0","NaN","3","100","7","100","0","NaN"
"155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"156","P15PrestarQuienMotosRazon3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"157","P15_D_HijoHija_Por_el__hoy_no_circula","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"158","P15_D_HijoHija_Para_llevar_los_hijos_escuela","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"159","P15_D_HijoHija_Para_ir_al_Doctor__Dentista__t","1","33.3","0","NaN","1","33.3","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","1","100","0","0","1","50","0","NaN","0","NaN","0","0","0","NaN"
"160","P15_D_HijoHija_Para_llevar___transportar_cosa","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"161","P15_D_HijoHija_Para_salir_de_paseo___cine","1","33.3","0","NaN","1","33.3","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","1","100","0","0","0","NaN","0","NaN","1","100","0","NaN"
"162","P15_D_HijoHija_Para_salir_de_vacaciones","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"163","P15_D_HijoHija_Para_ir_a_trabajar","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"164","P15_D_HijoHija_Para_salir_de_fiesta","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"165","P15_D_HijoHija_Para_ir_al_s_per___compras","1","33.3","0","NaN","1","33.3","0","NaN","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","1","50","1","100","0","NaN","0","NaN","0","NaN","0","0","0","0","1","50","0","NaN","0","NaN","0","0","0","NaN"
"166","P15_D_HijoHija_Para_ir_al_banco","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"167","P15_D_HijoHija_Para_ir_a_la_Escuela___Univers","1","33.3","0","NaN","1","33.3","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","1","100","0","0","1","50","0","NaN","0","NaN","0","0","0","NaN"
"168","P15_D_HijoHija_Otra__Especificar","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"169","Total","3","100","0","NaN","3","100","0","NaN","0","NaN","0","NaN","1","100","2","100","0","NaN","0","NaN","1","100","2","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","2","100","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","2","100","0","NaN","0","NaN","1","100","0","NaN"
"170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"171","P15PrestarQuienMotosRazon4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"172","P15_D_OtroFamiliar_Por_el__hoy_no_circula","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"173","P15_D_OtroFamiliar_Para_llevar_los_hijos_escuela","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"174","P15_D_OtroFamiliar_Para_ir_al_Doctor__Dentista__t","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"175","P15_D_OtroFamiliar_Para_llevar___transportar_cosa","3","30","0","NaN","3","30","0","NaN","0","NaN","0","NaN","1","14.3","2","66.7","0","NaN","0","0","0","0","3","60","0","0","0","NaN","0","NaN","1","20","2","50","0","0","0","NaN","2","100","0","0","0","NaN","0","0","0","0","1","25","0","0","0","0","0","NaN","3","42.9","0","NaN"
"176","P15_D_OtroFamiliar_Para_salir_de_paseo___cine","4","40","0","NaN","4","40","0","NaN","0","NaN","0","NaN","2","28.6","2","66.7","0","NaN","1","100","0","0","3","60","0","0","0","NaN","0","NaN","2","40","2","50","0","0","0","NaN","2","100","1","100","0","NaN","0","0","1","100","0","0","0","0","0","0","0","NaN","4","57.1","0","NaN"
"177","P15_D_OtroFamiliar_Para_salir_de_vacaciones","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"178","P15_D_OtroFamiliar_Para_ir_a_trabajar","2","20","0","NaN","2","20","0","NaN","0","NaN","0","NaN","2","28.6","0","0","0","NaN","0","0","0","0","1","20","1","100","0","NaN","0","NaN","0","0","1","25","1","100","0","NaN","0","0","0","0","0","NaN","0","0","0","0","2","50","1","100","1","50","0","NaN","0","0","0","NaN"
"179","P15_D_OtroFamiliar_Para_salir_de_fiesta","2","20","0","NaN","2","20","0","NaN","0","NaN","0","NaN","2","28.6","0","0","0","NaN","0","0","2","66.7","0","0","0","0","0","NaN","0","NaN","2","40","0","0","0","0","0","NaN","0","0","0","0","0","NaN","2","100","0","0","0","0","0","0","0","0","0","NaN","2","28.6","0","NaN"
"180","P15_D_OtroFamiliar_Para_ir_al_s_per___compras","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","1","14.3","0","0","0","NaN","0","0","0","0","1","20","0","0","0","NaN","0","NaN","1","20","0","0","0","0","0","NaN","1","50","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","1","14.3","0","NaN"
"181","P15_D_OtroFamiliar_Para_ir_al_banco","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"182","P15_D_OtroFamiliar_Para_ir_a_la_Escuela___Univers","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"183","P15_D_OtroFamiliar_Otra__Especificar","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","1","14.3","0","0","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","1","20","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","0","1","50","0","NaN","0","0","0","NaN"
"184","Total","10","100","0","NaN","10","100","0","NaN","0","NaN","0","NaN","7","100","3","100","0","NaN","1","100","3","100","5","100","1","100","0","NaN","0","NaN","5","100","4","100","1","100","0","NaN","2","100","1","100","0","NaN","2","100","1","100","4","100","1","100","2","100","0","NaN","7","100","0","NaN"
"185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"186","P15NoPrestaMotosPQ","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"187","P15_E_Es_algo_m_o__personal__Individ","25","25.3","0","NaN","25","25.3","0","NaN","0","NaN","0","NaN","5","31.2","20","24.1","0","NaN","3","33.3","8","36.4","5","16.7","7","28","2","15.4","0","NaN","8","36.4","13","26.5","1","6.2","3","25","7","20.6","0","0","3","33.3","2","18.2","7","43.8","6","24","8","21.1","1","10","4","30.8","12","31.6","0","NaN"
"188","P15_E_No_me_lo_cuidan__ensucian","7","7.1","0","NaN","7","7.1","0","NaN","0","NaN","0","NaN","0","0","7","8.4","0","NaN","0","0","1","4.5","3","10","3","12","0","0","0","NaN","0","0","0","0","3","18.8","4","33.3","3","8.8","1","25","0","0","2","18.2","0","0","1","4","5","13.2","0","0","2","15.4","0","0","0","NaN"
"189","P15_E_Nadie_de_mi_familia_lo_necesit","47","47.5","0","NaN","47","47.5","0","NaN","0","NaN","0","NaN","8","50","39","47","0","NaN","4","44.4","7","31.8","15","50","15","60","6","46.2","0","NaN","10","45.5","22","44.9","8","50","7","58.3","25","73.5","0","0","1","11.1","4","36.4","8","50","9","36","21","55.3","6","60","6","46.2","14","36.8","0","NaN"
"190","P15_E_Lo_chocan__maltratan","13","13.1","0","NaN","13","13.1","0","NaN","0","NaN","0","NaN","3","18.8","10","12","0","NaN","1","11.1","2","9.1","4","13.3","3","12","3","23.1","0","NaN","3","13.6","5","10.2","4","25","1","8.3","2","5.9","0","0","2","22.2","2","18.2","2","12.5","5","20","7","18.4","2","20","2","15.4","2","5.3","0","NaN"
